Configuration,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,READ,WRITE,SLOWDOWN
layer-2-particle-2266,0.997,1.04,0.753,157000,2.08,1.38,0.655,87.1,0.000555,0.717,22.8,0.000145,2.77,18.1,35.8,1.6089120073
layer-2-particle-2266,1.02,0.987,0.832,159000,1.97,1.19,0.706,104,0.000655,0.552,42.6,0.000269,2.37,24.2,41.6,1.7170778722
layer-2-particle-2266,1.02,0.894,0.847,187000,1.79,1.06,0.643,115,0.000617,0.537,47.8,0.000256,2.11,29.1,68.8,2.1783337471
layer-2-particle-2266,0.999,1.21,0.998,216000,2.43,1.22,0.688,100,0.000464,0.61,36.1,0.000167,2.43,23.8,35.9,1.8831194271
layer-2-particle-2266,1.02,1.25,1.02,208000,2.5,1.23,0.683,84.8,0.000408,0.639,28.9,0.000139,2.46,20.1,34.1,1.7708929113
layer-2-particle-2266,1.01,1.05,1.01,162000,2.1,1.04,0.716,167,0.00103,0.698,40.4,0.000249,2.08,38.4,41.1,1.6620625793
layer-2-particle-2266,1.03,1.14,1.03,196000,2.29,1.11,0.693,110,0.000559,0.608,39.8,0.000203,2.22,29.1,49.2,1.7875574565
layer-2-particle-2266,0.987,1.06,0.6,130000,2.13,1.78,0.679,52.7,0.000405,0.798,9.93,0.0000763,3.55,9.43,17.3,1.3317718997
layer-2-particle-2266,1.02,1.19,1.02,178000,2.38,1.16,0.729,105,0.000588,0.648,30.5,0.000171,2.33,28.1,33.9,1.5785650279
layer-2-particle-2266,1.02,0.915,0.495,183000,1.83,1.85,0.677,71.8,0.000392,0.714,19.9,0.000109,3.7,16.9,32.7,2.1359502155
layer-2-particle-2266,1,1.24,1,172000,2.48,1.24,0.668,65.1,0.000378,0.635,22.7,0.000132,2.48,13.7,29.8,1.4520925881
layer-2-particle-2266,1.01,0.974,0.739,106000,1.95,1.32,0.666,98.6,0.000932,0.742,20.8,0.000197,2.64,19.4,25.3,1.1557279293
layer-2-particle-2266,1.05,0.598,0.35,76900,1.2,1.71,0.702,49.1,0.000638,0.73,13,0.000169,3.42,9.45,17.2,1.3851645878
layer-2-particle-2266,0.989,1.18,0.988,174000,2.35,1.19,0.705,79,0.000454,0.591,30.1,0.000173,2.38,19.2,32.8,1.5598612643
layer-2-particle-2266,1.02,0.71,0.59,95400,1.42,1.2,0.701,83,0.00087,0.576,32.6,0.000342,2.41,20.7,39.6,1.4327810751
layer-2-particle-2266,1.01,1.25,1.01,184000,2.51,1.24,0.729,80.2,0.000435,0.7,20.5,0.000111,2.48,17.4,25.7,1.5416244391
layer-2-particle-2266,0.988,0.783,0.746,87000,1.57,1.05,0.706,72.8,0.000836,0.635,24.5,0.000282,2.1,16.2,36,1.1959333985
layer-2-particle-2266,1.02,1.16,0.877,188000,2.32,1.32,0.641,103,0.000547,0.742,24.7,0.000131,2.64,19,30.9,1.700194406
layer-2-particle-2266,0.996,0.937,0.995,182000,1.87,0.941,0.682,195,0.00107,0.622,58.2,0.000319,1.88,48.3,60.2,2.0354196171
layer-5-particle-100,1.05,0.981,0.867,62100,1.96,1.13,0.613,25.7,0.000415,0.348,14.9,0.000239,2.26,8.94,20.1,0.4484746926
layer-5-particle-100,0.974,1.02,0.973,91600,2.05,1.05,0.751,66.2,0.000723,0.559,21.2,0.000232,2.1,21.7,23.2,0.6049438938
layer-5-particle-100,1.03,1.23,0.968,94200,2.46,1.27,0.659,27.7,0.000294,0.388,15.5,0.000164,2.54,10.8,19.8,0.5260156249
layer-5-particle-100,0.974,1.04,0.918,95900,2.08,1.13,0.692,33.2,0.000346,0.343,19.4,0.000202,2.26,12.6,27.9,0.6124732243
layer-5-particle-100,0.974,1.21,0.926,88600,2.41,1.3,0.631,21.1,0.000239,0.439,10.3,0.000116,2.6,7.6,15.4,0.5215161507
layer-5-particle-100,1.02,1.23,1.02,116000,2.45,1.2,0.792,33.4,0.000289,0.519,13.9,0.00012,2.41,11.3,18.7,0.6214940905
layer-5-particle-100,0.997,1.06,0.711,189000,2.12,1.49,0.644,66.8,0.000354,0.422,32,0.000169,2.98,20.7,33.9,1.1714946041
layer-5-particle-100,1.02,1.36,1.02,130000,2.71,1.33,0.705,13.9,0.000108,0.521,6.19,0.0000478,2.66,6.77,11,0.6573968214
layer-5-particle-100,1.03,1.23,1.03,102000,2.46,1.19,0.727,34.6,0.000341,0.504,14,0.000138,2.39,11,17.8,0.5458879336
layer-5-particle-100,1.04,1.2,1.01,95100,2.4,1.19,0.712,46.4,0.000488,0.532,15.5,0.000163,2.38,13.9,17.2,0.5349819251
layer-5-particle-100,1,1.12,0.666,396000,2.24,1.68,0.642,44.5,0.000112,0.41,23.4,0.0000592,3.36,24.6,50.1,2.2866250806
layer-5-particle-100,1.01,1.27,1.01,622000,2.53,1.26,0.755,125,0.000201,0.418,66,0.000106,2.52,45,78.2,3.1436047704
layer-5-particle-100,1.04,1.33,1.04,109000,2.67,1.29,0.658,24.9,0.00023,0.562,8.26,0.0000761,2.57,8.51,12.7,0.5340916314
layer-5-particle-100,1.01,1.15,0.722,87000,2.29,1.59,0.668,16,0.000184,0.57,5.9,0.0000678,3.18,6.6,11,0.5018285931
layer-5-particle-100,0.974,1.27,0.935,92300,2.55,1.36,0.68,15.4,0.000167,0.552,5.98,0.0000648,2.73,5.88,8.92,0.4782884189
layer-5-particle-100,1.03,0.983,0.699,54700,1.97,1.41,0.71,28.4,0.000519,0.556,9.49,0.000173,2.81,8.85,12.5,0.4174676869
layer-5-particle-100,1.02,1.09,0.575,127000,2.19,1.9,0.649,17.9,0.000142,0.495,8.29,0.0000655,3.81,8.36,14.8,0.7833669425
layer-5-particle-100,0.996,1.04,0.986,150000,2.09,1.06,0.674,83.1,0.000554,0.371,40.9,0.000273,2.12,27,42.6,0.9405409235
layer-5-particle-100,1.01,1.06,0.966,278000,2.12,1.1,0.688,101,0.000362,0.294,64.7,0.000232,2.2,36.9,80.1,1.6833152142
layer-5-particle-100,1.03,0.864,0.452,107000,1.73,1.91,0.6,28,0.000262,0.402,15.9,0.000149,3.82,9.41,18.2,0.811668741
layer-1-particle-1399,0.974,1.09,0.955,96300,2.19,1.15,0.756,45.7,0.000474,0.554,18.6,0.000193,2.29,15.1,22.5,1.1259242604
layer-1-particle-1399,0.974,1.25,0.973,110000,2.51,1.29,0.734,31.8,0.000289,0.655,9.27,0.0000844,2.58,8.61,12.5,1.1047856717
layer-1-particle-1399,0.986,1.19,0.985,127000,2.38,1.21,0.654,42.4,0.000333,0.482,19.4,0.000153,2.41,12.5,24.5,1.3296459723
layer-1-particle-1399,0.982,0.704,0.635,58600,1.41,1.11,0.648,70.6,0.0012,0.641,19,0.000324,2.22,16,19.8,1.0993060032
layer-1-particle-1399,0.974,1.08,0.967,130000,2.16,1.11,0.67,77.5,0.000594,0.542,28.9,0.000222,2.23,20.4,29.5,1.513680002
layer-1-particle-1399,1.02,0.801,1,71400,1.6,0.8,0.697,99.8,0.0014,0.578,32.7,0.000457,1.6,25.4,31.3,1.1428192977
layer-1-particle-1399,1.03,1.12,1.03,98000,2.24,1.09,0.646,56.6,0.000577,0.558,23.8,0.000243,2.18,14.2,25.8,1.0975463791
layer-1-particle-1399,1.01,1.06,0.972,156000,2.13,1.09,0.661,75.3,0.000484,0.364,43.7,0.000281,2.19,23.1,44.5,1.8003179764
layer-1-particle-1399,1.03,1.16,0.746,150000,2.32,1.56,0.716,37.7,0.000251,0.522,17.7,0.000118,3.11,10.7,19.1,1.6640397382
layer-1-particle-1399,1.03,1.13,1.03,112000,2.27,1.1,0.726,58.2,0.000522,0.477,25.4,0.000228,2.2,19.2,27.6,1.2568369819
layer-1-particle-1399,1.01,1.15,1.01,98600,2.3,1.14,0.61,44.2,0.000448,0.618,15,0.000152,2.29,11.9,25.7,1.0755028189
layer-1-particle-1399,1,1.1,0.79,514000,2.2,1.39,0.562,118,0.00023,0.334,68.2,0.000133,2.79,44.6,106,5.6558042294
layer-1-particle-1399,0.974,1.18,0.973,118000,2.36,1.21,0.707,53.2,0.000452,0.635,15.1,0.000128,2.42,14.6,19.5,1.2476093782
layer-1-particle-1399,1.04,1,1.04,117000,2,0.96,0.681,110,0.000939,0.573,35,0.000299,1.92,30.5,37.5,1.4851633367
layer-1-particle-1399,1.02,1.34,0.959,156000,2.68,1.39,0.693,26.4,0.000169,0.645,8.89,0.000057,2.79,8.35,13.8,1.4745850808
layer-1-particle-1399,1.04,1.14,0.752,106000,2.28,1.52,0.624,32.2,0.000303,0.561,13.8,0.00013,3.03,7.25,13.6,1.1924001757
layer-1-particle-1399,1.01,1.1,1.01,110000,2.21,1.09,0.714,66.3,0.000604,0.523,24.8,0.000226,2.18,20.6,27,1.2335391899
layer-1-particle-1399,1.02,0.871,0.595,321000,1.74,1.46,0.631,130,0.000405,0.418,62.5,0.000194,2.93,45.1,98.4,4.4475555515
layer-1-particle-1399,1.05,1.3,0.907,111000,2.61,1.44,0.633,41.4,0.000374,0.567,14.9,0.000134,2.87,11.2,15.1,1.1201736372
layer-1-particle-1399,0.981,1.19,0.98,105000,2.37,1.21,0.729,35.8,0.00034,0.537,15.8,0.00015,2.42,11.4,20.1,1.1532311661
layer-3-particle-533,1.02,1.13,1.02,101000,2.27,1.11,0.677,85.7,0.000848,0.684,20.1,0.000199,2.22,20.3,20.9,1.3852421262
layer-3-particle-533,0.984,1.12,0.832,107000,2.23,1.34,0.723,23.4,0.00022,0.684,6.76,0.0000633,2.68,7.4,11.8,1.4870771479
layer-3-particle-533,0.974,0.932,0.91,84000,1.86,1.02,0.665,93,0.00111,0.642,22.8,0.000272,2.05,22.6,23.9,1.4030628125
layer-3-particle-533,1.05,0.778,0.744,73300,1.56,1.05,0.713,59.5,0.000811,0.511,26.7,0.000364,2.09,18.7,35.4,1.5269251046
layer-3-particle-533,1.02,1.08,0.968,135000,2.15,1.11,0.607,56.7,0.000419,0.559,22.1,0.000164,2.22,16,40.7,1.9181162128
layer-3-particle-533,1.01,1.1,1.01,544000,2.19,1.09,0.676,227,0.000418,0.4,111,0.000205,2.18,77.9,148,7.3148937088
layer-3-particle-533,0.976,0.923,0.801,90600,1.85,1.15,0.719,68.3,0.000755,0.545,24.1,0.000267,2.31,20.2,29.2,1.5579685773
layer-3-particle-533,1.02,1.15,0.892,104000,2.31,1.29,0.718,39.1,0.000375,0.589,14.8,0.000142,2.59,11.2,20.9,1.4066869952
layer-3-particle-533,1.02,1.28,1.02,158000,2.56,1.25,0.619,45.4,0.000288,0.481,22.3,0.000141,2.51,12.7,23.4,1.8776673323
layer-3-particle-533,1.04,1.23,1.03,137000,2.45,1.18,0.761,54.3,0.000398,0.539,23.2,0.00017,2.37,16.2,23.6,1.6909830591
layer-3-particle-533,1.04,0.764,0.851,100000,1.53,0.899,0.65,158,0.00158,0.651,37.3,0.000373,1.8,40.2,40.2,2.0017500178
layer-3-particle-533,1,1.11,0.804,241000,2.22,1.38,0.701,62.6,0.00026,0.451,32.6,0.000135,2.76,21.3,46.3,3.2506190067
layer-3-particle-533,1.04,1.09,0.983,134000,2.17,1.11,0.6,59.9,0.000447,0.493,27.2,0.000203,2.21,16.4,39.6,1.9164537662
layer-3-particle-533,1.01,1.3,0.799,370000,2.59,1.62,0.611,50.1,0.000135,0.498,23.6,0.0000638,3.24,18,32.4,4.239963335
layer-3-particle-533,0.974,1.12,0.973,108000,2.25,1.16,0.732,45.7,0.000422,0.501,22.1,0.000204,2.31,12.4,22.4,1.4643507144
layer-3-particle-533,0.984,0.893,0.824,104000,1.79,1.08,0.701,50.2,0.000482,0.433,25.4,0.000244,2.17,16,36.1,1.7799857893
layer-3-particle-533,1.03,0.676,0.686,65400,1.35,0.986,0.661,57.4,0.000879,0.457,28.4,0.000435,1.97,17.3,35.2,1.5267313225
layer-3-particle-533,0.974,1.17,0.693,85700,2.34,1.69,0.655,23.5,0.000274,0.632,8.44,0.0000984,3.38,4.68,8.16,1.1200771518
layer-3-particle-533,0.984,1.09,0.983,113000,2.18,1.11,0.74,55.6,0.000491,0.526,22.1,0.000195,2.22,17.7,28.2,1.5786879063
layer-3-particle-533,1.02,0.799,0.415,336000,1.6,1.92,0.627,61.7,0.000184,0.449,32.4,0.0000962,3.84,28.6,58.9,6.2883153136
layer-4-particle-2266,0.992,0.67,0.626,123000,1.34,1.07,0.647,142,0.00115,0.704,38.5,0.000312,2.14,26.4,63.9,1.2259598809
layer-4-particle-2266,0.992,0.98,0.754,156000,1.96,1.3,0.66,116,0.000746,0.799,21.8,0.00014,2.6,17.7,37.8,1.0556068211
layer-4-particle-2266,1.01,1.2,1,291000,2.41,1.2,0.644,171,0.000589,0.724,44.7,0.000154,2.4,27.9,50.3,1.5860166908
layer-4-particle-2266,1,1.31,0.994,295000,2.62,1.32,0.726,104,0.000353,0.718,29,0.0000982,2.64,18,28.7,1.4813029
layer-4-particle-2266,1.01,1.29,1,302000,2.58,1.29,0.656,152,0.000505,0.772,33.5,0.000111,2.57,21.9,34,1.546352344
layer-4-particle-2266,1.01,1.19,1.01,570000,2.38,1.17,0.67,265,0.000465,0.619,92.6,0.000163,2.35,64.7,117,3.1155529027
layer-4-particle-2266,1.01,1.21,1.01,267000,2.41,1.2,0.712,186,0.000698,0.739,40.7,0.000153,2.4,35.7,42.9,1.4487969797
layer-4-particle-2266,1.01,0.733,0.973,201000,1.47,0.754,0.731,310,0.00154,0.604,95.8,0.000477,1.51,77.7,102,1.8151652628
layer-4-particle-2266,1,1.15,0.628,212000,2.3,1.84,0.745,78.1,0.000368,0.719,21.6,0.000102,3.67,12.8,22.1,1.2283158749
layer-4-particle-2266,1.01,1.18,0.999,287000,2.36,1.18,0.708,221,0.00077,0.756,44.9,0.000157,2.36,42.5,47.9,1.5951270303
layer-4-particle-2266,1.02,0.751,1,160000,1.5,0.751,0.682,301,0.00187,0.694,75.7,0.000472,1.5,62.5,75.5,1.4269200987
layer-4-particle-2266,1.02,1.02,0.743,235000,2.04,1.37,0.665,129,0.000547,0.671,39.5,0.000168,2.75,24.7,54.6,1.5307302729
layer-4-particle-2266,1.02,0.81,0.722,133000,1.62,1.12,0.717,164,0.00123,0.694,42.7,0.00032,2.24,34,50.6,1.0858125842
layer-4-particle-2266,1.01,1.18,0.996,337000,2.36,1.18,0.699,179,0.000532,0.633,60,0.000178,2.37,40.8,66.3,1.8706221871
layer-4-particle-2266,1.01,0.656,0.377,94100,1.31,1.74,0.713,80.5,0.000856,0.848,12,0.000128,3.48,10.9,20.5,0.9782775097
layer-4-particle-2266,1.01,1.16,1.01,665000,2.31,1.15,0.733,355,0.000534,0.576,117,0.000176,2.3,102,128,3.7392386904
layer-4-particle-2266,1.02,0.719,0.621,147000,1.44,1.16,0.686,133,0.000908,0.67,40,0.000272,2.31,27.5,71.4,1.342948787
layer-4-particle-2266,1.01,1.14,1.01,308000,2.29,1.13,0.711,215,0.000698,0.651,58.9,0.000191,2.27,47.6,61.1,1.7603404673
layer-4-particle-2266,1.01,1.16,0.92,289000,2.32,1.26,0.659,193,0.000667,0.713,46.7,0.000161,2.52,37.3,47.2,1.6555900546
layer-4-particle-2266,1.01,1.23,1.01,280000,2.45,1.22,0.671,123,0.00044,0.728,31.5,0.000113,2.44,22.9,51.1,1.5291669966
layer-2-particle-4000,0.998,1.05,0.965,218000,2.09,1.08,0.614,170,0.000779,0.643,57,0.000262,2.17,37.3,69.8,1.1453972181
layer-2-particle-4000,1,1.01,1,222000,2.02,1.01,0.662,266,0.0012,0.73,58,0.000262,2.02,55.2,62.5,1.1971270658
layer-2-particle-4000,1.04,1.14,0.83,166000,2.28,1.38,0.667,99.9,0.000601,0.747,24.1,0.000145,2.75,18.3,36.6,0.830212122
layer-2-particle-4000,0.997,1.22,0.996,244000,2.43,1.22,0.693,120,0.000492,0.714,31.3,0.000128,2.44,24.2,40.2,1.0872242562
layer-2-particle-4000,1.03,1.19,0.772,177000,2.39,1.55,0.705,76.4,0.000431,0.855,10.8,0.0000611,3.09,10.7,17.9,0.8223439667
layer-2-particle-4000,1.01,1.31,1.01,273000,2.61,1.3,0.73,97.4,0.000357,0.787,18.7,0.0000684,2.59,19,26.1,1.149216971
layer-2-particle-4000,1.01,1.1,0.869,192000,2.2,1.27,0.721,95.7,0.000499,0.729,25.4,0.000133,2.54,17.8,38,0.9660318641
layer-2-particle-4000,1.02,1.27,0.891,200000,2.54,1.42,0.718,76.6,0.000383,0.852,10.8,0.0000541,2.85,11.2,19.4,0.8724929831
layer-2-particle-4000,1.01,0.666,0.65,114000,1.33,1.02,0.653,136,0.00119,0.623,47.7,0.000419,2.05,26.7,60.5,0.9691557255
layer-2-particle-4000,1.05,1.25,1.04,236000,2.5,1.2,0.68,111,0.000472,0.659,36.1,0.000153,2.4,21.9,47.3,1.0278106728
layer-2-particle-4000,0.994,1.06,0.606,178000,2.11,1.74,0.705,79.4,0.000447,0.764,18.6,0.000105,3.48,12.1,23.2,0.9514140286
layer-2-particle-4000,1.02,1.36,1,262000,2.72,1.36,0.691,84.6,0.000323,0.804,16.3,0.000062,2.72,13.4,22.6,1.0562771216
layer-2-particle-4000,1.01,1.11,0.616,190000,2.21,1.8,0.686,79.8,0.000421,0.859,11.1,0.0000585,3.6,12,23.4,0.9418599104
layer-2-particle-4000,1.02,1.28,0.92,247000,2.55,1.39,0.686,109,0.000441,0.806,19.6,0.0000796,2.77,18.7,27.4,1.0755173188
layer-2-particle-4000,1.01,1.34,1,249000,2.68,1.34,0.711,81.7,0.000328,0.805,15.2,0.0000609,2.67,13.6,20.5,1.0163329421
layer-2-particle-4000,0.995,1.27,0.977,246000,2.54,1.3,0.658,107,0.000435,0.849,15.9,0.0000648,2.6,14.4,24.4,1.0506976894
layer-2-particle-4000,0.989,0.851,0.75,135000,1.7,1.13,0.702,108,0.000795,0.633,36.5,0.00027,2.27,22.5,49.8,0.8706011715
layer-2-particle-4000,1.01,1.36,1.01,252000,2.73,1.35,0.713,72,0.000285,0.842,11.1,0.0000441,2.7,12,19.9,1.0140771342
layer-2-particle-4000,0.995,1.17,0.994,226000,2.33,1.17,0.719,128,0.000568,0.67,37,0.000164,2.35,28.6,45.5,1.0506700029
layer-2-particle-4000,1.01,0.911,0.613,166000,1.82,1.49,0.67,106,0.000638,0.665,33.5,0.000202,2.97,19.7,43.7,1.0183050703
layer-1-particle-2266,1.01,0.528,0.406,266000,1.06,1.3,0.52,169,0.000635,0.31,106,0.0004,2.6,50.8,126,6.1419302452
layer-1-particle-2266,1.04,1.35,1.04,188000,2.71,1.3,0.635,49.1,0.000261,0.681,15.4,0.0000822,2.6,10.4,17.9,1.7631950368
layer-1-particle-2266,1.03,0.873,0.77,82700,1.75,1.13,0.625,56.1,0.000679,0.572,21.4,0.000259,2.27,13.9,33.1,1.20311321
layer-1-particle-2266,1.01,1.13,0.57,303000,2.26,1.98,0.626,58.5,0.000193,0.652,18.7,0.0000618,3.96,19.2,37.2,3.3068616312
layer-1-particle-2266,0.987,0.944,0.756,110000,1.89,1.25,0.686,55.5,0.000503,0.579,20.7,0.000187,2.5,15.6,30,1.5291007161
layer-1-particle-2266,0.987,1.08,0.804,138000,2.17,1.35,0.635,85.6,0.00062,0.635,25,0.000181,2.69,18.2,26.2,1.6561844113
layer-1-particle-2266,1.04,1.27,1.04,127000,2.54,1.22,0.686,45,0.000353,0.611,15.3,0.00012,2.44,12,22.4,1.2596970507
layer-1-particle-2266,0.974,0.932,0.973,113000,1.86,0.958,0.689,131,0.00117,0.67,33.4,0.000297,1.92,31.6,34.5,1.5137184877
layer-1-particle-2266,0.974,0.745,0.613,57900,1.49,1.21,0.721,59.8,0.00103,0.614,19,0.000329,2.43,15.9,18.1,1.0065998549
layer-1-particle-2266,1.04,1.31,1,178000,2.63,1.31,0.672,52,0.000293,0.614,18.2,0.000103,2.62,14.4,23.9,1.6730579386
layer-1-particle-2266,0.974,1.28,0.973,132000,2.56,1.32,0.706,37.1,0.000281,0.741,9.48,0.0000718,2.64,8.35,13,1.2800047883
layer-1-particle-2266,1.02,0.948,0.496,72400,1.9,1.91,0.661,31.8,0.000439,0.778,6.76,0.0000934,3.82,6.36,11,1.0174414567
layer-1-particle-2266,0.974,1.09,0.829,106000,2.18,1.31,0.664,38.1,0.000358,0.655,12.1,0.000114,2.63,9.88,21.4,1.2707198592
layer-1-particle-2266,0.982,0.609,0.462,70100,1.22,1.32,0.65,48,0.000685,0.631,15.7,0.000225,2.64,13.1,29.7,1.4428133154
layer-1-particle-2266,1.03,1.09,1.03,174000,2.18,1.06,0.69,124,0.000712,0.575,41.4,0.000238,2.12,31.2,43,1.983229715
layer-1-particle-2266,1.02,1.26,0.86,128000,2.51,1.46,0.684,30.7,0.000239,0.731,7.98,0.0000622,2.92,7.52,12.8,1.2842915705
layer-1-particle-2266,1.01,1.16,0.737,98600,2.33,1.58,0.671,31.7,0.000321,0.715,8.71,0.0000883,3.16,6.6,10.9,1.0995569395
layer-1-particle-2266,1,0.648,0.712,105000,1.3,0.911,0.676,106,0.00102,0.506,43.4,0.000415,1.82,31.6,58.5,2.0008401752
layer-1-particle-2266,1.02,1.26,1.01,129000,2.53,1.24,0.693,41.4,0.000321,0.621,14.3,0.000111,2.49,11,21.6,1.2757485138
layer-1-particle-2266,1.05,1.23,0.945,116000,2.47,1.31,0.668,67.5,0.000581,0.724,14.5,0.000125,2.61,13.1,18.3,1.2472952895
layer-3-particle-966,1.03,1.34,0.974,231000,2.67,1.37,0.698,43.6,0.000189,0.672,13.4,0.0000582,2.74,12.8,21.4,1.9419656287
layer-3-particle-966,1.02,1.23,1.02,141000,2.47,1.22,0.718,48.7,0.000345,0.621,17.6,0.000124,2.43,12.3,26.2,1.2995337033
layer-3-particle-966,1.05,1.2,1.04,125000,2.39,1.15,0.691,72.1,0.000577,0.668,21.8,0.000174,2.3,17.1,26.3,1.1950291251
layer-3-particle-966,0.994,1.29,0.963,140000,2.58,1.34,0.661,46.8,0.000334,0.771,10.2,0.0000729,2.68,9.01,14.3,1.2394720163
layer-3-particle-966,1.03,0.831,1,92000,1.66,0.83,0.681,172,0.00187,0.729,34.6,0.000377,1.66,38.6,34.1,1.3099918356
layer-3-particle-966,0.98,1.11,0.979,144000,2.21,1.13,0.631,72.3,0.000502,0.621,25,0.000173,2.26,16.2,35.6,1.4719330747
layer-3-particle-966,1.05,0.695,0.628,72000,1.39,1.11,0.656,60.1,0.000834,0.596,21.6,0.000299,2.21,15.1,37.9,1.236161735
layer-3-particle-966,1.01,1.18,0.977,139000,2.35,1.2,0.634,57,0.00041,0.711,15.5,0.000111,2.41,12.2,26.8,1.3316884516
layer-3-particle-966,1,0.698,0.525,72000,1.4,1.33,0.656,65.1,0.000904,0.655,17.8,0.000247,2.66,14.7,24.2,1.2295313378
layer-3-particle-966,0.985,0.994,0.849,129000,1.99,1.17,0.691,67.7,0.000526,0.552,27.5,0.000213,2.34,18.5,39.7,1.4495108995
layer-3-particle-966,0.974,0.956,0.957,123000,1.91,0.998,0.655,120,0.000978,0.62,39.4,0.00032,2,29.5,41.6,1.4813205616
layer-3-particle-966,1.01,1.25,0.963,158000,2.49,1.29,0.649,43.7,0.000277,0.81,8.16,0.0000517,2.59,8.62,16.1,1.4285984108
layer-3-particle-966,1.03,1.15,0.996,125000,2.29,1.15,0.72,61.2,0.000488,0.511,28.8,0.000229,2.3,16.6,27.4,1.2342218762
layer-3-particle-966,1.02,0.652,0.493,70200,1.3,1.32,0.664,51.1,0.000727,0.624,17.2,0.000245,2.65,13.1,28.8,1.2235421161
layer-3-particle-966,0.996,1.07,0.995,131000,2.14,1.07,0.671,102,0.00078,0.624,33.5,0.000255,2.15,23.6,34.3,1.4280190523
layer-3-particle-966,0.975,0.836,0.903,84800,1.67,0.926,0.675,96.1,0.00113,0.627,29.6,0.000349,1.85,22.2,34.1,1.2183049716
layer-3-particle-966,1.05,1.21,1.01,126000,2.41,1.19,0.648,79,0.000625,0.684,20.7,0.000164,2.39,17.7,22.8,1.2858240334
layer-3-particle-966,0.974,0.925,0.72,84200,1.85,1.28,0.694,51.6,0.000613,0.561,21.2,0.000252,2.57,12.4,27.9,1.0414441534
layer-3-particle-966,1.04,1.23,1.04,141000,2.46,1.19,0.634,67.6,0.00048,0.645,22.5,0.000159,2.38,15.3,27.2,1.3471627151
layer-3-particle-966,0.987,0.675,0.575,88000,1.35,1.17,0.656,90.4,0.00103,0.567,29.8,0.000339,2.35,22.1,31.6,1.5254864179
layer-4-particle-4000,1.01,1.07,1.01,379000,2.13,1.06,0.642,359,0.000949,0.68,108,0.000285,2.12,65.1,106,1.7118940433
layer-4-particle-4000,1.02,1.06,0.846,374000,2.12,1.26,0.658,288,0.000769,0.695,81.5,0.000218,2.51,53.1,88.7,1.6983537776
layer-4-particle-4000,1.01,1.17,1,425000,2.34,1.17,0.673,291,0.000683,0.702,82.3,0.000194,2.33,52.7,88.2,1.7445907673
layer-4-particle-4000,1.01,0.915,0.761,228000,1.83,1.2,0.712,228,0.000999,0.688,68.9,0.000302,2.4,39.7,66.5,1.2035963067
layer-4-particle-4000,1.01,1.06,0.887,315000,2.13,1.2,0.717,268,0.000853,0.724,63.3,0.000201,2.4,49.7,62.8,1.4710337256
layer-4-particle-4000,1.02,1.34,1.01,431000,2.69,1.33,0.731,152,0.000352,0.809,28.7,0.0000665,2.66,24,40.4,1.561929686
layer-4-particle-4000,1.02,1.29,1.02,450000,2.58,1.27,0.685,209,0.000465,0.756,50.1,0.000111,2.54,30.4,57.8,1.6737110653
layer-4-particle-4000,1,1.06,0.987,360000,2.12,1.07,0.691,388,0.00108,0.727,88.5,0.000246,2.15,76.3,87.6,1.6333352295
layer-4-particle-4000,1.02,1.17,1.02,423000,2.34,1.15,0.679,312,0.000737,0.706,83.3,0.000197,2.31,57.8,90.1,1.7381819316
layer-4-particle-4000,1.01,1.12,1.01,622000,2.24,1.11,0.697,383,0.000615,0.611,132,0.000212,2.22,85.3,146,2.6751188137
layer-4-particle-4000,1,1.2,1,425000,2.39,1.2,0.672,215,0.000506,0.728,55.1,0.00013,2.4,38.7,88.1,1.7055809778
layer-4-particle-4000,1.03,1.31,1.03,409000,2.63,1.28,0.633,204,0.000499,0.812,36.8,0.00009,2.55,27.3,58.8,1.5047637547
layer-4-particle-4000,1.01,0.724,0.55,162000,1.45,1.32,0.705,170,0.00105,0.725,44.7,0.000276,2.63,29.4,60.5,1.1075645645
layer-4-particle-4000,1.01,0.702,0.548,197000,1.4,1.28,0.64,242,0.00123,0.66,78.6,0.000399,2.56,39,74.4,1.3565041587
layer-4-particle-4000,1.01,1.15,1.01,1060000,2.3,1.14,0.693,485,0.000456,0.57,183,0.000172,2.29,125,230,4.4064734814
layer-4-particle-4000,1.01,1.25,1.01,408000,2.5,1.24,0.67,213,0.000522,0.769,47.2,0.000116,2.47,32.6,64.5,1.5737567816
layer-4-particle-4000,1.01,1.14,0.763,303000,2.29,1.5,0.699,157,0.000518,0.847,23.5,0.0000775,3,19.1,31.4,1.2812856938
layer-4-particle-4000,1,1.26,0.996,523000,2.52,1.26,0.669,282,0.00054,0.768,61.7,0.000118,2.53,45.8,64.1,2.0242680787
layer-4-particle-4000,1.01,1.14,1.01,661000,2.28,1.13,0.683,387,0.000585,0.628,131,0.000198,2.26,90.1,155,2.7685893427
layer-4-particle-4000,1.01,1.02,0.767,261000,2.03,1.32,0.708,172,0.000661,0.734,44.3,0.00017,2.65,26.2,56.4,1.2605298329
