Configuration;ACYC;AFREQ;C0res%;C10res%;C1res%;C2res%;C3res%;C3res%;C6res%;C6res%;C7res%;C7res%;C8res%;C9res%;EXEC;FREQ;INST;INSTnom;INSTnom%;IPC;L2HIT;L2MISS;L2MPI;L3HIT;L3MISS;L3MPI;PhysIPC;PhysIPC%;Proc Energy (Joules);READ;TIME(ticks);WRITE;SLOWDOWN
layer-5-particle-100;8.88e+04;0.974;99.9;0;0.118;0;0;0;0;0;0;0;0;0;0.818;0.973;7.47e+04;1.64;40.9;0.841;0.731;93.5;0.00125;0.585;27.4;0.000367;1.68;42.1;149;28.1;1.14e+04;30.1;1.43458561896
layer-5-particle-100;8.84e+04;1.03;94.7;0;5.26;0;0;0;0;0;0;0;0;0;0.989;0.975;8.97e+04;1.98;49.5;1.01;0.708;56.9;0.000634;0.401;30;0.000335;2.03;50.7;176;16.6;1.13e+04;30;1.43172014003
layer-5-particle-100;6.28e+04;0.995;55;0;41.1;0;0;0;0;0;0;0;0;0;0.688;0.547;7.89e+04;1.38;34.4;1.26;0.685;45.6;0.000578;0.466;21.8;0.000277;2.51;62.8;175;16.1;1.43e+04;35.1;1.72170912112
layer-5-particle-100;1.27e+05;1;93.9;0;6.1;0;0;0;0;0;0;0;0;0;1.33;0.943;1.79e+05;2.65;66.3;1.41;0.7;19.7;0.00011;0.624;6.93;3.87e-05;2.81;70.3;250;7.28;1.69e+04;16.3;2.10379039981
layer-5-particle-100;1.88e+05;1.02;100;0;0.0281;0;0;0;0;0;0;0;0;0;1.26;1.02;2.32e+05;2.53;63.2;1.23;0.729;79.8;0.000343;0.575;24.1;0.000103;2.47;61.7;366;23.1;2.3e+04;32.1;2.7412902853
layer-5-particle-100;8.42e+04;1.02;72.7;0;27.1;0;0;0;0;0;0;0;0;0;0.909;0.74;1.03e+05;1.82;45.4;1.23;0.676;42.8;0.000414;0.334;24.7;0.000239;2.46;61.4;202;14.5;1.42e+04;38.3;1.76537942873
layer-5-particle-100;9.26e+04;0.974;99.9;0;0.106;0;0;0;0;0;0;0;0;0;1.23;0.973;1.17e+05;2.46;61.5;1.27;0.756;34.1;0.000291;0.546;13.1;0.000112;2.53;63.3;159;10.8;1.19e+04;16.3;1.42696587381
layer-5-particle-100;2.08e+05;1.02;99.9;0;0.0814;0;0;0;0;0;0;0;0;0;1.27;1.02;2.59e+05;2.55;63.7;1.25;0.751;70;0.00027;0.565;22.5;8.67e-05;2.5;62.4;390;22.3;2.55e+04;32.7;3.07595057724
layer-5-particle-100;9.3e+04;1.05;99.9;0;0.0958;0;0;0;0;0;0;0;0;0;1.17;1.04;1.04e+05;2.34;58.5;1.12;0.739;34.6;0.000332;0.412;18.3;0.000175;2.24;56;186;10.9;1.11e+04;25.7;1.3629098881
layer-5-particle-100;5.45e+04;0.983;60.9;0;37.7;0;0;0;0;0;0;0;0;0;0.686;0.598;6.24e+04;1.37;34.3;1.15;0.644;38.8;0.000622;0.428;19.6;0.000314;2.29;57.3;134;12.2;1.14e+04;32.3;1.39956941475
layer-5-particle-100;1.32e+05;1.02;94.9;0;5.14;0;0;0;0;0;0;0;0;0;1.16;0.968;1.57e+05;2.31;57.8;1.2;0.739;77.9;0.000496;0.521;28.4;0.00018;2.39;59.8;266;24.5;1.7e+04;30.2;2.04989149045
layer-5-particle-100;9.41e+04;0.974;99.9;0;0.0987;0;0;0;0;0;0;0;0;0;1.02;0.973;9.9e+04;2.05;51.2;1.05;0.744;59.8;0.000604;0.406;29.1;0.000293;2.11;52.6;159;19;1.21e+04;29;1.45805898626
layer-5-particle-100;1.46e+05;1.02;100;0;0.0333;0;0;0;0;0;0;0;0;0;1.08;1.02;1.55e+05;2.16;53.9;1.06;0.753;74.3;0.00048;0.47;32.6;0.00021;2.12;52.9;280;25.7;1.79e+04;46;2.1776754316
layer-5-particle-100;3.68e+05;1;82.5;0;17.5;0;0;0;0;0;0;0;0;0;0.971;0.826;4.33e+05;1.94;48.6;1.18;0.724;197;0.000454;0.365;99.6;0.00023;2.35;58.8;785;70.3;5.58e+04;127;6.6526433039
layer-5-particle-100;9.08e+04;0.975;99.9;0;0.0813;0;0;0;0;0;0;0;0;0;1.2;0.974;1.12e+05;2.41;60.1;1.23;0.65;33.2;0.000296;0.417;18;0.000161;2.47;61.7;154;10.8;1.17e+04;20.2;1.41944772057
layer-5-particle-100;6.51e+04;0.974;85.2;0;14.8;0;0;0;0;0;0;0;0;0;1.02;0.83;7.99e+04;2.03;50.9;1.23;0.586;34.9;0.000437;0.378;19.2;0.000241;2.45;61.3;125;9.54;9.81e+03;24.2;1.26460780005
layer-5-particle-100;2.9e+05;1;71.3;0;25;0;0;0;0;0;0;0;0;0;0.633;0.714;2.57e+05;1.27;31.6;0.886;0.72;267;0.00104;0.483;96;0.000374;1.77;44.3;636;83.1;5.07e+04;128;6.05423245966
layer-3-particle-2266;2.3e+05;1.02;95.9;0;4.07;0;0;0;0;0;0;0;0;0;1.02;0.974;2.41e+05;2.03;50.9;1.04;0.674;211;0.000878;0.621;74.9;0.000311;2.09;52.2;443;41.4;2.96e+04;76.7;1.55679930573
layer-3-particle-2266;1.3e+05;1.03;69.8;0;29.5;0;0;0;0;0;0;0;0;0;0.975;0.717;1.77e+05;1.95;48.7;1.36;0.661;155;0.000878;0.758;36.3;0.000205;2.72;68;333;22.9;2.26e+04;48.3;1.17586430089
layer-3-particle-2266;2.46e+05;1.01;99.6;0;0.393;0;0;0;0;0;0;0;0;0;1.34;1.01;3.26e+05;2.67;66.8;1.32;0.712;111;0.000339;0.783;23.4;7.16e-05;2.65;66.2;462;15.4;3.06e+04;31.2;1.57037838929
layer-3-particle-2266;2.63e+05;1.01;99.2;0;0.82;0;0;0;0;0;0;0;0;0;1.31;1;3.44e+05;2.63;65.7;1.31;0.689;135;0.000391;0.755;31.6;9.17e-05;2.62;65.5;494;21.2;3.28e+04;39.5;1.75202346899
layer-3-particle-2266;1.36e+05;1;62.7;0;36.8;0;0;0;0;0;0;0;0;0;1.14;0.627;2.47e+05;2.28;57;1.82;0.663;116;0.000468;0.826;19.3;7.8e-05;3.64;90.9;369;13.7;2.71e+04;29;1.40641825151
layer-3-particle-2266;1.02e+05;0.998;56.1;0;39;0;0;0;0;0;0;0;0;0;0.685;0.56;1.25e+05;1.37;34.3;1.22;0.664;135;0.00108;0.677;41.6;0.000332;2.45;61.2;274;22.7;2.28e+04;50.2;1.18163605034
layer-3-particle-2266;1.63e+05;1;66.8;0;32.9;0;0;0;0;0;0;0;0;0;0.697;0.671;1.69e+05;1.39;34.9;1.04;0.712;169;0.001;0.619;58.9;0.000349;2.08;51.9;392;37.3;3.03e+04;88.8;1.56913718411
layer-3-particle-2266;2.45e+05;1.01;99.8;0;0.162;0;0;0;0;0;0;0;0;0;1.21;1.01;2.94e+05;2.41;60.4;1.2;0.704;130;0.000443;0.705;35.7;0.000121;2.4;60;449;23.4;3.04e+04;59.7;1.56582570523
layer-3-particle-2266;3.48e+05;1.01;78.1;0;21.7;0;0;0;0;0;0;0;0;0;1.06;0.789;4.67e+05;2.12;52.9;1.34;0.739;202;0.000432;0.529;90.6;0.000194;2.68;67.1;772;51.9;5.52e+04;111;2.86730434681
layer-3-particle-2266;5.35e+05;1.01;94.5;0;5.51;0;0;0;0;0;0;0;0;0;1.31;0.952;7.36e+05;2.62;65.4;1.37;0.682;144;0.000196;0.735;36.2;4.92e-05;2.75;68.7;1.04e+03;28.8;7.03e+04;69.7;3.61410629605
layer-3-particle-2266;9.04e+04;1.02;50.6;0;44.5;0;0;0;0;0;0;0;0;0;0.723;0.516;1.27e+05;1.45;36.2;1.4;0.682;119;0.000937;0.738;28.9;0.000228;2.8;70.1;276;17.3;2.19e+04;46.1;1.1455413692
layer-3-particle-2266;2.58e+05;1.01;99.9;0;0.0854;0;0;0;0;0;0;0;0;0;0.932;1.01;2.39e+05;1.86;46.6;0.926;0.72;262;0.0011;0.656;74.6;0.000312;1.85;46.3;475;62.9;3.2e+04;89;1.66283157002
layer-3-particle-2266;2.9e+05;1.01;97.5;0;2.46;0;0;0;0;0;0;0;0;0;1.17;0.987;3.45e+05;2.35;58.7;1.19;0.676;258;0.000749;0.705;62.7;0.000182;2.38;59.5;569;50;3.66e+04;63.7;1.890898162
layer-3-particle-2266;1.96e+05;1;88.3;0;11.2;0;0;0;0;0;0;0;0;0;1.01;0.884;2.23e+05;2.01;50.3;1.14;0.662;149;0.000668;0.646;48;0.000215;2.27;56.9;391;27.3;2.77e+04;70.4;1.43371063468
layer-3-particle-2266;2.73e+05;1.01;99.9;0;0.0979;0;0;0;0;0;0;0;0;0;1.16;1.01;3.14e+05;2.32;58;1.15;0.69;232;0.000738;0.696;61.1;0.000194;2.3;57.5;508;47.4;3.39e+04;63.7;1.76123938298
layer-3-particle-2266;2.72e+05;1.01;99.9;0;0.108;0;0;0;0;0;0;0;0;0;1.26;1.01;3.4e+05;2.52;63.1;1.25;0.688;138;0.000407;0.618;50.6;0.000149;2.5;62.6;503;23.2;3.37e+04;53.5;1.74860067903
layer-3-particle-2266;6.22e+05;1.01;100;0;0.0441;0;0;0;0;0;0;0;0;0;1.15;1.01;7.09e+05;2.31;57.6;1.14;0.594;288;0.000407;0.587;106;0.00015;2.28;57;1.16e+03;62;7.68e+04;187;3.93878375666
layer-3-particle-2266;2.09e+05;1.01;83.7;0;16.2;0;0;0;0;0;0;0;0;0;0.894;0.843;2.22e+05;1.79;44.7;1.06;0.69;264;0.00119;0.767;49.2;0.000222;2.12;53;445;48.6;3.1e+04;71.4;1.58445776051
layer-3-particle-2266;6.34e+05;1.01;71;0;23.3;0;0;0;0;0;0;0;0;0;0.67;0.715;5.94e+05;1.34;33.5;0.938;0.731;633;0.00107;0.543;221;0.000372;1.88;46.9;1.43e+03;191;1.11e+05;285;5.70224624927
layer-3-particle-2266;1.51e+05;0.995;76.7;0;23.3;0;0;0;0;0;0;0;0;0;0.83;0.763;1.64e+05;1.66;41.5;1.09;0.695;149;0.000906;0.65;48.4;0.000295;2.18;54.4;314;26.6;2.47e+04;64.2;1.27522152281
layer-3-particle-2266;2.43e+05;1.01;99.9;0;0.082;0;0;0;0;0;0;0;0;0;1.16;1.01;2.79e+05;2.33;58.2;1.15;0.619;175;0.000626;0.728;45.1;0.000162;2.3;57.5;452;24.9;3e+04;65.7;1.57122464931
layer-3-particle-2266;8.25e+04;0.991;50.6;0;46.1;0;0;0;0;0;0;0;0;0;0.976;0.502;1.61e+05;1.95;48.8;1.95;0.701;93.8;0.000584;0.85;13.8;8.61e-05;3.89;97.3;246;10;2.06e+04;23.7;1.08917281998
layer-3-particle-2266;2.87e+05;1.01;99.2;0;0.792;0;0;0;0;0;0;0;0;0;1.08;1;3.08e+05;2.15;53.8;1.07;0.695;231;0.00075;0.588;86.5;0.000281;2.14;53.6;532;48.1;3.58e+04;84.5;1.83926426136
layer-3-particle-2266;4.41e+05;1.01;99.9;0;0.0655;0;0;0;0;0;0;0;0;0;1.3;1.01;5.66e+05;2.59;64.8;1.28;0.713;182;0.000322;0.745;39.7;7.02e-05;2.57;64.2;814;38.3;5.46e+04;62.8;2.82521866096
layer-3-particle-2266;3.03e+05;1.01;99.9;0;0.111;0;0;0;0;0;0;0;0;0;1.16;1.01;3.48e+05;2.32;58.1;1.15;0.723;252;0.000723;0.717;56.6;0.000163;2.3;57.4;569;52.9;3.74e+04;67.1;1.92545912756
layer-3-particle-2266;3.18e+05;1.01;99.9;0;0.0668;0;0;0;0;0;0;0;0;0;1.26;1.01;3.97e+05;2.52;62.9;1.25;0.679;217;0.000545;0.793;39.1;9.85e-05;2.49;62.4;597;36.9;3.95e+04;53.8;2.03845955679
layer-3-particle-2266;3.32e+05;1;98.7;0;1.27;0;0;0;0;0;0;0;0;0;1.06;0.99;3.56e+05;2.13;53.1;1.07;0.651;264;0.000741;0.557;107;0.000299;2.15;53.7;609;52;4.19e+04;101;2.16328936359
layer-3-particle-2266;7.64e+04;1.04;45.9;0;45.4;0;0;0;0;0;0;0;0;0;0.783;0.476;1.26e+05;1.57;39.1;1.64;0.716;107;0.000853;0.745;26.3;0.000209;3.29;82.2;262;15;2.01e+04;30.8;1.05029505596
layer-3-particle-2266;2.63e+05;1.01;99.3;0;0.68;0;0;0;0;0;0;0;0;0;1.11;1;2.91e+05;2.21;55.3;1.1;0.63;189;0.00065;0.669;58.5;0.000201;2.21;55.2;493;34.9;3.28e+04;83.4;1.69881927622
layer-3-particle-2266;4.5e+05;1.02;99.9;0;0.071;0;0;0;0;0;0;0;0;0;1.19;1.02;5.29e+05;2.39;59.7;1.17;0.69;184;0.000347;0.543;76.7;0.000145;2.35;58.7;834;44.8;5.54e+04;115;2.84863183797
layer-2-particle-966;8.22e+04;0.984;70.7;0;29.2;0;0;0;0;0;0;0;0;0;0.952;0.696;1.13e+05;1.9;47.6;1.37;0.767;58.4;0.000519;0.584;22.8;0.000203;2.74;68.4;187;16;1.48e+04;32;1.34911531689
layer-2-particle-966;1.46e+05;1.01;96.6;0;3.38;0;0;0;0;0;0;0;0;0;1.34;0.974;2e+05;2.67;66.8;1.37;0.666;41.8;0.000209;0.73;10.8;5.4e-05;2.74;68.6;274;8.2;1.87e+04;17.8;1.62355614703
layer-2-particle-966;1.59e+05;1.01;98.8;0;1.19;0;0;0;0;0;0;0;0;0;1.14;0.997;1.83e+05;2.28;57.1;1.15;0.72;117;0.000643;0.614;35.1;0.000192;2.29;57.3;304;30.4;2e+04;36.5;1.75142591163
layer-2-particle-966;5.87e+04;1.02;62.3;0;37.1;0;0;0;0;0;0;0;0;0;1.18;0.637;1.09e+05;2.37;59.2;1.86;0.698;34.7;0.000318;0.786;6.85;6.28e-05;3.71;92.8;170;6.48;1.15e+04;13.1;1.03147381253
layer-2-particle-966;4.43e+04;1;49.4;0;43.3;0;0;0;0;0;0;0;0;0;0.696;0.496;6.22e+04;1.39;34.8;1.4;0.68;42.3;0.00068;0.679;12.2;0.000197;2.81;70.2;130;9.02;1.12e+04;23.9;1.02747430272
layer-2-particle-966;1.84e+05;0.996;100;0;0.043;0;0;0;0;0;0;0;0;0;1.13;0.996;2.09e+05;2.26;56.5;1.13;0.718;125;0.000601;0.605;39.8;0.000191;2.27;56.7;335;33.2;2.31e+04;44.1;2.02076671533
layer-2-particle-966;1.36e+05;1.01;99.9;0;0.135;0;0;0;0;0;0;0;0;0;1.17;1.01;1.57e+05;2.33;58.4;1.15;0.689;62.2;0.000395;0.564;24.2;0.000153;2.31;57.7;253;15.3;1.69e+04;38.2;1.51493652271
layer-2-particle-966;1.28e+05;1.04;99.9;0;0.0964;0;0;0;0;0;0;0;0;0;1.24;1.04;1.53e+05;2.49;62.2;1.2;0.678;57.1;0.000372;0.601;20;0.000131;2.4;60;249;13.8;1.54e+04;31.8;1.3931235125
layer-2-particle-966;4.41e+05;1.01;97.3;0;2.69;0;0;0;0;0;0;0;0;0;0.82;0.984;3.67e+05;1.64;41;0.833;0.732;424;0.00115;0.533;145;0.000394;1.67;41.7;830;124;5.6e+04;145;4.85848845584
layer-2-particle-966;2.52e+05;1.01;95.1;0;4.91;0;0;0;0;0;0;0;0;0;1.31;0.96;3.45e+05;2.63;65.7;1.37;0.668;65.5;0.00019;0.698;18.1;5.24e-05;2.74;68.4;479;15.6;3.28e+04;34.7;2.87393731174
layer-2-particle-966;5.92e+04;0.982;60.6;0;38.5;0;0;0;0;0;0;0;0;0;0.692;0.595;6.89e+04;1.38;34.6;1.16;0.673;52.8;0.000767;0.51;23.7;0.000344;2.33;58.1;144;12.9;1.24e+04;34.2;1.12750263906
layer-2-particle-966;1.26e+05;1.01;99.9;0;0.0807;0;0;0;0;0;0;0;0;0;1.22;1.01;1.51e+05;2.43;60.8;1.2;0.691;51.8;0.000343;0.613;17.6;0.000117;2.4;60.1;234;12.8;1.55e+04;32.3;1.36258329446
layer-2-particle-966;3.32e+05;1.01;96.7;0;3.34;0;0;0;0;0;0;0;0;0;1.07;0.972;3.66e+05;2.14;53.6;1.1;0.644;185;0.000507;0.339;108;0.000296;2.21;55.2;623;51.7;4.27e+04;104;3.75007548476
layer-2-particle-966;3.29e+05;1.02;100;0;0.0148;0;0;0;0;0;0;0;0;0;1.14;1.02;3.71e+05;2.29;57.2;1.13;0.695;223;0.000602;0.584;69.1;0.000186;2.25;56.3;629;59.5;4.05e+04;77;3.52057893866
layer-2-particle-966;7.68e+04;1.04;51.7;0;43.3;0;0;0;0;0;0;0;0;0;0.693;0.536;9.93e+04;1.39;34.6;1.29;0.653;68.4;0.00069;0.559;27.7;0.000279;2.59;64.6;241;17.6;1.79e+04;42.2;1.57171533796
layer-2-particle-966;7.61e+04;0.974;76.4;0;23.6;0;0;0;0;0;0;0;0;0;0.85;0.744;8.69e+04;1.7;42.5;1.14;0.652;60.8;0.000699;0.592;21.6;0.000249;2.29;57.1;155;14;1.28e+04;34.3;1.14011141043
layer-2-particle-966;1.37e+05;1.04;99.9;0;0.109;0;0;0;0;0;0;0;0;0;1.21;1.04;1.59e+05;2.42;60.5;1.16;0.683;58.4;0.000368;0.623;20.2;0.000127;2.32;58.1;273;13.9;1.64e+04;36.8;1.47356141441
layer-2-particle-966;1.26e+05;1.02;99.9;0;0.11;0;0;0;0;0;0;0;0;0;1.3;1.02;1.62e+05;2.6;65.1;1.28;0.705;57.3;0.000354;0.702;13.9;8.6e-05;2.56;64.1;240;13.3;1.56e+04;19.6;1.39859178246
layer-2-particle-966;2.87e+05;1.01;96;0;4.03;0;0;0;0;0;0;0;0;0;1.06;0.966;3.16e+05;2.12;53.1;1.1;0.688;129;0.000408;0.443;64.9;0.000205;2.2;55;543;38.6;3.72e+04;94.2;3.25280768478
layer-2-particle-966;1.2e+05;0.984;90.6;0;8.81;0;0;0;0;0;0;0;0;0;0.943;0.891;1.27e+05;1.89;47.2;1.06;0.634;96.2;0.000756;0.525;42.6;0.000334;2.12;52.9;221;20.6;1.69e+04;42.5;1.5340696197
layer-2-particle-966;2.32e+05;1.01;66.7;0;28.4;0;0;0;0;0;0;0;0;0;0.648;0.673;2.23e+05;1.3;32.4;0.962;0.714;218;0.000977;0.58;69.1;0.00031;1.92;48.1;538;63.6;4.3e+04;105;3.74890978163
layer-2-particle-966;1.37e+05;1;99.9;0;0.123;0;0;0;0;0;0;0;0;0;1.26;1;1.72e+05;2.52;63;1.26;0.758;63.6;0.000371;0.661;19.6;0.000114;2.51;62.8;256;15.3;1.7e+04;23.6;1.52066012078
layer-2-particle-966;1.22e+05;1.02;99.6;0;0.401;0;0;0;0;0;0;0;0;0;1.05;1.02;1.27e+05;2.1;52.5;1.03;0.679;92.4;0.00073;0.555;36.1;0.000286;2.07;51.7;236;21.6;1.51e+04;39.2;1.31292081518
layer-2-particle-966;9.66e+04;1.04;86.8;0;13.2;0;0;0;0;0;0;0;0;0;1.01;0.899;1.09e+05;2.02;50.5;1.12;0.686;60.8;0.00056;0.599;21.9;0.000202;2.25;56.2;211;14.4;1.34e+04;35.6;1.20817617554
layer-2-particle-966;3.24e+05;1.02;81.5;0;18.4;0;0;0;0;0;0;0;0;0;1.06;0.832;4.14e+05;2.12;53.1;1.28;0.711;168;0.000405;0.403;86.8;0.00021;2.55;63.8;719;52.6;4.88e+04;105;4.25763389354
layer-2-particle-966;4.11e+04;0.979;47;0;44.3;0;0;0;0;0;0;0;0;0;0.755;0.46;6.74e+04;1.51;37.7;1.64;0.684;46.8;0.000694;0.655;15.5;0.00023;3.28;82;120;9.22;1.12e+04;18.7;1.06705919029
layer-2-particle-966;4.24e+04;1.02;48.4;0;42.5;0;0;0;0;0;0;0;0;0;0.964;0.493;8.31e+04;1.93;48.2;1.96;0.682;32.8;0.000394;0.806;6.08;7.32e-05;3.91;97.9;137;5.65;1.08e+04;13;1.01476422568
layer-2-particle-966;1.61e+05;0.998;99.9;0;0.0595;0;0;0;0;0;0;0;0;0;0.931;0.997;1.5e+05;1.86;46.5;0.934;0.701;159;0.00106;0.663;39.9;0.000266;1.87;46.7;290;38.4;2.02e+04;52.4;1.80688534529
layer-2-particle-966;1.26e+05;1.04;99.9;0;0.0696;0;0;0;0;0;0;0;0;0;1.26;1.04;1.52e+05;2.51;62.8;1.21;0.698;73.5;0.000484;0.717;17.5;0.000115;2.41;60.3;255;17.5;1.51e+04;25;1.33419749875
layer-2-particle-966;1.6e+05;1;99.9;0;0.0982;0;0;0;0;0;0;0;0;0;1.26;1;2.01e+05;2.52;63;1.26;0.631;64.8;0.000322;0.548;27.8;0.000138;2.52;62.9;287;13;2e+04;30.3;1.75152945325
layer-1-particle-100;8.51e+04;0.985;99.7;0;0.257;0;0;0;0;0;0;0;0;0;1.03;0.982;8.94e+04;2.06;51.6;1.05;0.717;47.4;0.00053;0.344;24.9;0.000279;2.1;52.5;147;16.7;1.08e+04;26.6;1.39559509976
layer-1-particle-100;2.61e+04;0.995;44.1;0;45.1;0;0;0;0;0;0;0;0;0;0.739;0.439;4.4e+04;1.48;36.9;1.68;0.722;13.8;0.000314;0.495;6.27;0.000142;3.37;84.2;84;5.89;7.45e+03;13.1;1.03617276875
layer-1-particle-100;7.77e+04;1.04;95.3;0;4.68;0;0;0;0;0;0;0;0;0;1.38;0.988;1.09e+05;2.76;69.1;1.4;0.674;10.8;9.91e-05;0.515;4.45;4.1e-05;2.8;69.9;156;4.56;9.83e+03;9.98;1.39874270552
layer-1-particle-100;1.89e+05;1.01;100;0;0.024;0;0;0;0;0;0;0;0;0;1.1;1;2.07e+05;2.2;55.1;1.1;0.702;59.6;0.000288;0.266;38.6;0.000186;2.19;54.9;341;20.5;2.35e+04;53.6;3.10072642415
layer-1-particle-100;1.24e+05;0.992;99.9;0;0.0718;0;0;0;0;0;0;0;0;0;1.02;0.992;1.27e+05;2.04;50.9;1.03;0.697;74.8;0.000587;0.335;40.3;0.000316;2.05;51.4;221;24.8;1.56e+04;39.2;2.0585412623
layer-1-particle-100;7.18e+04;1.01;85.2;0;12.1;0;0;0;0;0;0;0;0;0;0.996;0.86;8.32e+04;1.99;49.8;1.16;0.614;31;0.000373;0.32;17.4;0.000209;2.32;57.9;151;10.7;1.04e+04;27.1;1.40870632415
layer-1-particle-100;1.32e+05;1.01;100;0;0.0176;0;0;0;0;0;0;0;0;0;1.26;1.01;1.65e+05;2.52;63;1.25;0.703;45.1;0.000274;0.535;14.6;8.85e-05;2.5;62.6;245;15.1;1.64e+04;23;2.09362809946
layer-1-particle-100;3.16e+05;1;100;0;0.0227;0;0;0;0;0;0;0;0;0;1.16;1;3.64e+05;2.31;57.8;1.15;0.585;101;0.000276;0.305;58;0.000159;2.3;57.6;576;33.2;3.94e+04;94.7;5.04379252805
layer-1-particle-100;8.34e+04;1.05;99.9;0;0.0679;0;0;0;0;0;0;0;0;0;1.26;1.04;1e+05;2.51;62.9;1.2;0.785;27.7;0.000276;0.427;15.4;0.000154;2.41;60.2;163;8.45;9.99e+03;16.9;1.33916997286
layer-1-particle-100;9.2e+04;0.986;72.6;0;27.1;0;0;0;0;0;0;0;0;0;0.98;0.715;1.26e+05;1.96;49;1.37;0.609;35.4;0.000281;0.334;20.9;0.000166;2.74;68.5;204;12.9;1.61e+04;32;2.18408034931
layer-1-particle-100;1.17e+05;1.02;53.5;0;37.1;0;0;0;0;0;0;0;0;0;0.606;0.545;1.3e+05;1.21;30.3;1.11;0.676;87.7;0.000677;0.418;38.8;0.000299;2.22;55.6;325;29.7;2.67e+04;61.2;3.46130042017
layer-1-particle-100;1.36e+05;1.04;92.6;0;7.43;0;0;0;0;0;0;0;0;0;1.18;0.962;1.66e+05;2.35;58.8;1.22;0.679;76.2;0.000458;0.464;29;0.000174;2.44;61.1;297;21;1.77e+04;30.7;2.30216280741
layer-1-particle-100;9.82e+04;1.01;99.6;0;0.435;0;0;0;0;0;0;0;0;0;0.82;1.01;7.99e+04;1.64;41;0.813;0.74;94;0.00118;0.517;31;0.000389;1.63;40.7;180;29.2;1.22e+04;30.7;1.65389508614
layer-1-particle-100;7.76e+04;0.996;99.9;0;0.0769;0;0;0;0;0;0;0;0;0;1.1;0.995;8.61e+04;2.21;55.2;1.11;0.724;48.3;0.000562;0.516;16.6;0.000193;2.22;55.4;141;13.8;9.75e+03;18.4;1.3647027905
layer-1-particle-100;1.01e+05;1.03;57.4;0;42.4;0;0;0;0;0;0;0;0;0;0.859;0.592;1.47e+05;1.72;42.9;1.45;0.624;46.2;0.000314;0.311;27.7;0.000189;2.9;72.6;300;16.9;2.14e+04;47.1;2.84282970417
layer-1-particle-100;7.96e+04;0.974;100;0;0.0313;0;0;0;0;0;0;0;0;0;1.11;0.973;9.04e+04;2.21;55.3;1.14;0.667;25.6;0.000284;0.396;12.7;0.00014;2.27;56.8;133;9.42;1.02e+04;22.4;1.33343862504
layer-1-particle-100;2.71e+04;0.974;46.3;0;44.4;0;0;0;0;0;0;0;0;0;0.901;0.451;5.41e+04;1.8;45;2;0.667;7.97;0.000147;0.507;3.52;6.51e-05;3.99;99.8;79.5;3.62;7.5e+03;8.88;1.04007421926
layer-1-particle-100;1.76e+05;1;90.9;0;8.88;0;0;0;0;0;0;0;0;0;0.957;0.912;1.85e+05;1.91;47.9;1.05;0.674;97;0.000524;0.265;62.1;0.000336;2.1;52.5;341;30.3;2.42e+04;62.6;3.11087280453
layer-1-particle-100;5.35e+04;1.05;65.5;0;34;0;0;0;0;0;0;0;0;0;0.727;0.685;5.68e+04;1.45;36.4;1.06;0.721;35;0.000616;0.335;20.6;0.000363;2.12;53.1;139;13;9.76e+03;29.5;1.4198668233
layer-1-particle-100;4.45e+04;1.05;54.4;0;39.1;0;0;0;0;0;0;0;0;0;0.752;0.569;5.89e+04;1.5;37.6;1.32;0.685;24.7;0.00042;0.463;11.6;0.000196;2.65;66.2;139;10.5;9.78e+03;25;1.32557062387
layer-1-particle-100;6.01e+04;1.01;57.5;0;36.6;0;0;0;0;0;0;0;0;0;1.01;0.578;1.05e+05;2.02;50.4;1.74;0.665;15.3;0.000146;0.443;7.3;6.96e-05;3.49;87.2;167;6.33;1.3e+04;15.3;1.74532371185
layer-1-particle-100;8.46e+04;0.996;99.9;0;0.0769;0;0;0;0;0;0;0;0;0;0.901;0.995;7.66e+04;1.8;45;0.905;0.711;77.8;0.00102;0.513;25.3;0.000331;1.81;45.3;151;23.5;1.06e+04;28.3;1.40956541839
layer-1-particle-100;9.27e+04;0.996;69.9;0;28.8;0;0;0;0;0;0;0;0;0;0.817;0.696;1.09e+05;1.63;40.9;1.17;0.566;46.9;0.000431;0.262;29.3;0.00027;2.35;58.7;216;16.5;1.66e+04;45.5;2.22863432134
layer-1-particle-100;1.46e+05;1.01;100;0;0.04;0;0;0;0;0;0;0;0;0;1.13;1.01;1.63e+05;2.26;56.4;1.12;0.724;81.8;0.000503;0.452;32.7;0.000201;2.23;55.9;275;27.4;1.8e+04;35.6;2.35841961111
layer-1-particle-100;8.12e+04;1.02;99.9;0;0.0762;0;0;0;0;0;0;0;0;0;1.37;1.02;1.08e+05;2.73;68.3;1.33;0.706;10.2;9.44e-05;0.53;4.22;3.9e-05;2.67;66.7;156;4.65;9.93e+03;9.7;1.29168687326
layer-1-particle-100;5.04e+04;1.03;46.9;0;38.6;0;0;0;0;0;0;0;0;0;0.619;0.485;6.44e+04;1.24;31;1.28;0.613;33.4;0.000519;0.378;17;0.000264;2.55;63.8;158;11.2;1.3e+04;27.9;1.72875533926
layer-1-particle-100;8.04e+04;1.04;95.4;0;4.57;0;0;0;0;0;0;0;0;0;1.39;0.992;1.13e+05;2.78;69.5;1.4;0.661;9.43;8.37e-05;0.48;4.85;4.31e-05;2.8;70;169;4.45;1.01e+04;10;1.31708695749
